title,year,director,image,excerpt
the truman show,1998,,https://upload.wikimedia.org/wikipedia/en/c/cd/Trumanshow.jpg,"The Truman Show is a 1998 American comedy-drama film directed by Peter Weir, and written and co-produced by Andrew Niccol. It stars Jim Carrey as Truman Burbank, a man who is unaware that he is living on a colossal soundstage, and that his life is the subject of a reality television show. The film's supporting cast includes Laura Linney, Ed Harris, Noah Emmerich, Natascha McElhone, Holland Taylor, and Paul Giamatti."
rushmore,1998,,https://upload.wikimedia.org/wikipedia/en/4/42/Rushmoreposter.png,"Rushmore is a 1998 American comedy film directed by Wes Anderson about a teenager named Max Fischer, his friendship with rich industrialist Herman Blume, and their shared affection for elementary school teacher Rosemary Cross. The film was co-written by Anderson and Owen Wilson. The soundtrack features multiple songs by bands associated with the British Invasion of the 1960s. Filming began in November 1997 around Houston, Texas, and lasted 50 days, until late January 1998."
mulan,1998,,https://upload.wikimedia.org/wikipedia/en/a/a3/Movie_poster_mulan.JPG,"Mulan is a 1998 American animated musical coming-of-age and action-adventure film based on the Chinese legend of Hua Mulan, and produced by Walt Disney Feature Animation. The film was directed by Barry Cook and Tony Bancroft and produced by Pam Coats, from a screenplay by Rita Hsiao, Chris Sanders, Philip LaZebnik, and the writing team of Raymond Singer and Eugenia Bostwick-Singer, and a story by Robert D. San Souci. It features five original songs that were written by composer Matthew Wilder and lyricist David Zippel, and an original musical orchestral score composed and conducted by Jerry Goldsmith. Ming-Na Wen, Eddie Murphy, Miguel Ferrer, and BD Wong star in the English version as Mulan, Mushu, Shan Yu, and Captain Li Shang, respectively, while Jackie Chan provided the voice of Li Shang for the Chinese dubs of the film. The film's plot takes place in China during an unspecified Imperial dynasty, where Fa Mulan, daughter of aged warrior Fa Zhou, impersonates a man to take her father's place during a general conscription to counter a Hun (Xiongnu) invasion."
fight club,1999,,https://upload.wikimedia.org/wikipedia/en/f/fc/Fight_Club_poster.jpg,"Fight Club is a 1999 American film directed by David Fincher and starring Brad Pitt, Edward Norton, and Helena Bonham Carter. It is based on the 1996 novel Fight Club by Chuck Palahniuk. Norton plays the unnamed narrator, who is discontented with his white-collar job. He forms a ""fight club"" with a soap salesman, Tyler Durden (Pitt) and becomes embroiled with an impoverished but beguiling woman, Marla Singer."
the spy who shagged me,1999,,https://upload.wikimedia.org/wikipedia/en/f/ff/Austin_Powers-_The_Spy_Who_Shagged_Me.jpg,"Austin Powers: The Spy Who Shagged Me is a 1999 American spy comedy film written by Mike Myers and directed by Jay Roach. It is the second installment in the Austin Powers film series, after Austin Powers: International Man of Mystery (1997). It stars Myers as Austin Powers, Dr. Evil, and Fat Bastard, alongside Heather Graham, Michael York, Robert Wagner, Seth Green, Mindy Sterling, Rob Lowe, and Elizabeth Hurley. The plot follows the British spy Austin Powers and the criminal mastermind Dr. Evil as they attempt to defeat each other. The film's title is a play on the title of the James Bond film The Spy Who Loved Me (1977)."
the phantom menace,1999,,https://upload.wikimedia.org/wikipedia/en/4/40/Star_Wars_Phantom_Menace_poster.jpg,"Star Wars: Episode I – The Phantom Menace is a 1999 American epic space opera film written and directed by George Lucas in his first directorial effort since the original Star Wars, released in 1977. Produced by Lucasfilm Ltd. and distributed by 20th Century Fox, it is the fourth film in the Star Wars film series, the first film of the prequel trilogy and the first chronological chapter of the ""Skywalker Saga"". The film stars Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Ahmed Best, Ian McDiarmid, Anthony Daniels, Kenny Baker, Pernilla August, and Frank Oz. It is set 32 years before the original trilogy, during the era of the Galactic Republic."
the talented mr ripley,1999,,https://upload.wikimedia.org/wikipedia/en/2/22/Talented_mr_ripley.jpg,"The Talented Mr. Ripley is a 1999 American psychological thriller film written and directed by Anthony Minghella, based on the 1955 novel The Talented Mr. Ripley by Patricia Highsmith. Set in the 1950s, it stars Matt Damon as Tom Ripley, an American con artist sent to Italy to convince Dickie Greenleaf, a rich and spoiled playboy, to return home. However, Ripley becomes dangerously attached to him and his lifestyle. Gwyneth Paltrow, Cate Blanchett, and Philip Seymour Hoffman appear in supporting roles."
office space,1999,,https://upload.wikimedia.org/wikipedia/en/8/8e/Office_space_poster.jpg,"Office Space is a 1999 American satirical black comedy film written and directed by Mike Judge. It satirizes the office work life of a typical 1990s software company, focusing on a handful of individuals weary of their jobs. It stars Ron Livingston, Jennifer Aniston, Gary Cole, Stephen Root, David Herman, Ajay Naidu, and Diedrich Bader."
oh brother where art thou,2000,,https://upload.wikimedia.org/wikipedia/en/5/5b/O_brother_where_art_thou_ver1.jpg,"O Brother, Where Art Thou? is a 2000 satirical comedy-drama musical film written, produced, co-edited, and directed by Joel and Ethan Coen. It stars George Clooney, John Turturro, and Tim Blake Nelson, with Charles Durning, Michael Badalucco, John Goodman and Holly Hunter in supporting roles."
gladiator,2000,,https://upload.wikimedia.org/wikipedia/en/f/fb/Gladiator_%282000_film_poster%29.png,"Gladiator is a 2000 epic action adventure drama film directed by Ridley Scott and written by David Franzoni, John Logan, and William Nicholson from a story by Franzoni. It stars Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Derek Jacobi, Djimon Hounsou, and Richard Harris. Crowe portrays Maximus Decimus Meridius, a Roman general who is betrayed when Commodus, the ambitious son of Emperor Marcus Aurelius, murders his father and seizes the throne. Reduced to a slave, Maximus becomes a gladiator and rises through the ranks of the arena, determined to avenge the murders of his family and the emperor."
"crouching tiger, hidden dragon",2000,,https://upload.wikimedia.org/wikipedia/en/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"Crouching Tiger, Hidden Dragon: Sword of Destiny is a 2016 wuxia film directed by Yuen Woo-ping and written by John Fusco, based on the novel Iron Knight, Silver Vase by Wang Dulu. It is also a sequel to the 2000 film Crouching Tiger, Hidden Dragon. The film stars Donnie Yen, Michelle Yeoh, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee and Eugenia Yuan. The film was released in Hong Kong on February 18, in mainland China on February 19 and worldwide on Netflix outside China on February 26, 2016."
the legend of bagger vance,2000,,https://upload.wikimedia.org/wikipedia/en/b/b3/Legend_of_bagger_vance_ver2.jpg,"The Legend of Bagger Vance is a 2000 American sports fantasy drama film directed by Robert Redford, and starring Will Smith, Matt Damon, and Charlize Theron. The screenplay by Jeremy Leven is based on Steven Pressfield's 1995 book The Legend of Bagger Vance: A Novel of Golf and the Game of Life. The film is set in 1931 Georgia. It was the final film starring Jack Lemmon and Lane Smith."
spirited away,2001,,https://upload.wikimedia.org/wikipedia/en/d/db/Spirited_Away_Japanese_poster.png,"Spirited Away is a 2001 Japanese animated fantasy film written and directed by Hayao Miyazaki. It was produced by Toshio Suzuki, animated by Studio Ghibli, and distributed by Toho. The film stars Rumi Hiiragi, alongside Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi, Tsunehiko Kamijō, Takehiko Ono, and Bunta Sugawara. It follows a young girl named Chihiro ""Sen"" Ogino, who moves to a new neighborhood and inadvertently enters the world of kami. After her parents are turned into pigs by the witch Yubaba, Chihiro takes a job working in Yubaba's bathhouse to find a way to free herself and her parents and return to the human world."
the royal tenenbaums,2001,,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Tenenbaums.jpg,"The Royal Tenenbaums is a 2001 American black comedy-drama film directed by Wes Anderson and co-written by him and Owen Wilson. It stars Danny Glover, Gene Hackman, Anjelica Huston, Bill Murray, Gwyneth Paltrow, Ben Stiller, Luke Wilson, and Owen Wilson. Ostensibly based on a nonexistent novel, and told with a narrative influenced by the writing of J. D. Salinger, it follows the lives of three gifted siblings who experience great success in youth, and even greater disappointment and failure in adulthood. The children's eccentric father, Royal Tenenbaum (Hackman), leaves them in their adolescent years and returns to them after they have grown, claiming that he has a terminal illness. He works on reconciling with his children and wife (Huston), from whom he has been separated, but not divorced."
oceans eleven,2001,,,
lord of the rings,2001,,https://upload.wikimedia.org/wikipedia/en/f/fb/Lord_Rings_Fellowship_Ring.jpg,"The Lord of the Rings: The Fellowship of the Ring is a 2001 epic fantasy film directed by Peter Jackson from a screenplay by Fran Walsh, Philippa Boyens, and Jackson. It is based on J. R. R. Tolkien's 1954 The Fellowship of the Ring, the first volume of the novel The Lord of the Rings. The film is the first instalment in The Lord of the Rings trilogy. It features an ensemble cast including Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Orlando Bloom, Christopher Lee, Hugo Weaving, Sean Bean, Ian Holm, and Andy Serkis."
shrek,2001,,https://upload.wikimedia.org/wikipedia/en/7/7b/Shrek_%282001_animated_feature_film%29.jpg,"Shrek is a 2001 American animated fantasy comedy film directed by Andrew Adamson and Vicky Jenson, and written by Ted Elliott, Terry Rossio, Joe Stillman, and Roger S. H. Schulman, loosely based on the 1990 children's picture book Shrek! by William Steig. It is the first installment in the Shrek film series, and stars Mike Myers, Eddie Murphy, Cameron Diaz and John Lithgow. In the film, an embittered ogre named Shrek finds his home in the swamp overrun by fairy tale creatures banished by the obsessive ruler Lord Farquaad (Lithgow). With the help of Donkey (Murphy), Shrek makes a pact with Farquaad to rescue Princess Fiona (Diaz) in exchange for regaining control of his swamp."
the philosopher's stone,2001,,https://upload.wikimedia.org/wikipedia/en/7/7a/Harry_Potter_and_the_Philosopher%27s_Stone_banner.jpg,"Harry Potter and the Philosopher's Stone is a 2001 fantasy film directed by Chris Columbus and written by Steve Kloves, based on the 1997 novel by J. K. Rowling. It is the first instalment in the Harry Potter film series, and stars Daniel Radcliffe as Harry Potter, with Rupert Grint as Ron Weasley, and Emma Watson as Hermione Granger. The film follows Harry's first year at Hogwarts as he discovers that he is a famous wizard and begins his formal wizarding education."
zoolander,2001,,https://upload.wikimedia.org/wikipedia/en/7/7c/Movie_poster_zoolander.jpg,"Zoolander is a 2001 American comedy film directed, co-produced, co-written by and starring Ben Stiller. A satire on the fashion industry, the film follows fashion model Derek Zoolander (Stiller) who is tricked by fashion mogul Jacobim Mugatu into assassinating the Prime Minister of Malaysia, whose progressive laws on the fashion industry would harm his businesses. The cast also features Owen Wilson, Christine Taylor, Milla Jovovich, Jerry Stiller and Jon Voight."
